age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
33,blue-collar,married,primary,no,487.1598902988139,yes,no,cellular,17,apr,1007,2,-1,0,unknown,no
25,student,single,secondary,no,3783.435523612781,no,no,cellular,14,aug,211,3,-1,0,unknown,no
26,services,single,tertiary,no,-189.6576741499594,no,yes,telephone,1,jul,261,4,-1,0,unknown,no
32,admin.,single,secondary,no,-458.1644575098875,yes,no,cellular,22,jun,522,1,183,2,success,no
29,management,married,secondary,no,-1062.9056507543125,no,no,cellular,14,may,1075,1,14,1,failure,no
30,management,single,tertiary,no,-90.18087119379265,no,no,cellular,15,jan,1265,4,210,4,other,yes
23,technician,single,secondary,no,1311.0676160904247,no,no,cellular,11,nov,406,1,195,1,failure,yes
41,technician,married,secondary,no,2165.0249716549,no,no,cellular,22,sep,397,1,371,3,failure,yes
66,management,married,secondary,no,664.7478644103801,no,no,cellular,12,may,457,2,392,2,success,yes
62,retired,married,secondary,no,1454.6867258612197,no,no,cellular,13,oct,896,1,57,2,success,no
28,self-employed,single,tertiary,no,1912.000928535953,no,no,cellular,19,jun,474,3,95,3,other,no
33,management,married,tertiary,no,-1249.726531109225,yes,no,cellular,13,nov,182,2,91,2,success,no
77,retired,married,primary,no,28884.30331221262,no,no,cellular,15,mar,257,1,91,2,other,yes
54,management,married,tertiary,no,732.4982859657191,no,yes,cellular,30,apr,240,1,162,2,failure,yes
50,management,married,tertiary,no,3022.3737520454733,no,no,cellular,28,jan,816,2,149,1,other,no
31,housemaid,single,primary,no,30279.46015030693,no,no,cellular,21,apr,654,2,-1,0,unknown,no
45,management,single,tertiary,no,834.2121041316973,no,no,cellular,7,sep,800,2,102,3,failure,yes
30,management,single,tertiary,no,1706.213692015563,no,no,cellular,27,feb,192,2,-1,0,unknown,yes
40,technician,divorced,tertiary,no,5589.909861003223,yes,no,cellular,11,feb,285,2,-1,0,unknown,yes
67,retired,married,unknown,no,1908.8982567275236,no,no,telephone,14,sep,279,3,92,9,success,no
39,services,single,secondary,no,225.65675510663849,yes,no,cellular,7,may,1262,3,-1,0,unknown,no
20,blue-collar,single,secondary,no,265.8230983724417,yes,no,cellular,16,apr,498,1,-1,0,unknown,yes
31,management,married,tertiary,no,2602.964911844324,no,no,cellular,18,feb,332,2,-1,0,unknown,yes
31,admin.,single,tertiary,no,3238.973499569827,no,no,cellular,30,apr,1034,2,-1,0,unknown,yes
33,management,married,tertiary,no,992.4981722227177,yes,no,unknown,16,may,803,1,-1,0,unknown,yes
45,blue-collar,married,primary,no,-216.81842263569138,yes,no,unknown,12,may,460,5,-1,0,unknown,yes
45,admin.,married,secondary,no,488.6229785628917,no,yes,telephone,15,jul,533,3,-1,0,unknown,yes
31,technician,single,secondary,no,2406.4826812083634,no,no,cellular,15,jul,252,1,184,3,success,no
33,technician,married,tertiary,no,1833.4632857414913,no,no,cellular,6,nov,178,2,94,1,success,no
41,blue-collar,married,secondary,no,3552.2281755966483,yes,no,cellular,15,apr,135,1,-1,0,unknown,yes
31,management,married,tertiary,no,3899.415818186402,yes,no,cellular,26,apr,688,2,-1,0,unknown,no
50,housemaid,married,secondary,no,1429.222702962898,no,no,cellular,11,mar,203,2,-1,0,unknown,yes
56,retired,married,secondary,no,-1284.608892402745,no,yes,cellular,26,jul,183,1,221,2,failure,yes
28,student,single,secondary,no,451.33197425342814,no,no,cellular,30,jan,532,2,-1,0,unknown,yes
35,technician,single,tertiary,no,1653.7548798650585,yes,no,cellular,19,aug,768,2,141,3,failure,no
30,services,single,secondary,yes,-511.43092890794094,yes,no,cellular,18,jul,516,1,-1,0,unknown,no
64,retired,married,secondary,no,546.6426071259899,yes,no,cellular,18,oct,526,1,-1,0,unknown,yes
32,student,single,tertiary,no,-106.64175360641434,no,no,cellular,30,jun,598,4,105,5,failure,yes
29,blue-collar,married,secondary,no,611.5643451850314,yes,yes,cellular,17,apr,1311,2,-1,0,unknown,yes
29,management,single,secondary,no,7237.084100828519,no,yes,telephone,4,may,640,7,-1,0,unknown,no
51,blue-collar,married,secondary,no,-76.59365412614488,no,yes,cellular,17,dec,221,3,-1,0,unknown,no
40,housemaid,single,tertiary,no,7781.929115946436,no,no,cellular,31,jul,1461,6,-1,0,unknown,yes
45,technician,married,tertiary,no,193.04784015007496,yes,no,unknown,19,jun,835,3,-1,0,unknown,yes
36,admin.,single,tertiary,no,-50.57838719810525,no,no,cellular,6,may,211,1,90,6,success,yes
31,blue-collar,married,secondary,no,860.9088898563916,no,yes,cellular,5,jun,166,2,-1,0,unknown,no
43,services,married,secondary,no,1568.9996519964602,yes,no,cellular,28,jul,745,7,-1,0,unknown,no
42,services,married,secondary,no,1897.159842035161,no,no,cellular,28,jan,997,1,-1,0,unknown,no
46,admin.,married,secondary,no,1986.2019007057936,yes,no,telephone,29,jul,1127,11,-1,0,unknown,yes
34,technician,married,tertiary,no,3366.234107367267,no,no,cellular,22,aug,739,2,-1,0,unknown,yes
52,blue-collar,married,secondary,no,714.321969429518,no,yes,cellular,17,jul,753,2,-1,0,unknown,no
47,admin.,married,secondary,no,20.803509348750197,yes,no,cellular,22,jul,1352,2,-1,0,unknown,no
40,student,single,secondary,no,920.9130725558041,yes,no,cellular,3,jun,406,2,-1,0,unknown,yes
26,student,single,secondary,no,4587.022312014788,no,no,cellular,28,may,663,3,196,2,other,no
45,technician,married,secondary,no,-140.56858730173857,yes,no,cellular,7,dec,344,1,-1,0,unknown,yes
55,retired,divorced,secondary,no,1940.0501376862044,no,no,cellular,22,feb,261,1,264,1,failure,yes
42,unemployed,married,tertiary,no,739.8549825667856,no,no,cellular,3,jun,447,2,96,1,success,no
40,management,single,tertiary,no,3969.30465887388,yes,no,cellular,24,sep,232,2,409,2,success,no
43,technician,married,secondary,no,466.3167215490083,no,no,cellular,10,mar,159,3,-1,0,unknown,yes
26,student,single,tertiary,no,5123.104574672964,yes,no,cellular,25,may,397,1,35,2,failure,no
31,blue-collar,married,secondary,no,89.22282212445535,yes,no,unknown,10,aug,97,1,782,1,other,no
31,management,single,tertiary,no,652.5026182950115,no,no,cellular,11,feb,144,1,91,9,success,yes
29,services,single,tertiary,no,1104.0781312783397,no,no,cellular,27,oct,353,1,-1,0,unknown,yes
44,self-employed,divorced,tertiary,no,1592.7690696865252,yes,no,cellular,12,aug,137,2,104,3,success,yes
35,management,single,tertiary,no,-2276.914351764321,no,no,cellular,4,sep,434,2,94,1,other,no
36,technician,single,secondary,no,2983.4541380727733,yes,no,unknown,27,oct,207,1,-1,0,unknown,no
30,admin.,single,secondary,no,1957.3901492496407,no,no,cellular,28,jan,622,1,-1,0,unknown,no
48,management,married,tertiary,no,107.8512665358675,no,yes,cellular,19,feb,204,4,182,1,success,no
33,management,single,unknown,no,1021.6716531362456,yes,no,cellular,11,jul,1041,2,-1,0,unknown,yes
36,management,married,tertiary,no,924.8024763550678,no,no,cellular,20,apr,150,2,-1,0,unknown,no
46,admin.,married,secondary,no,482.2041282618812,no,no,cellular,20,aug,293,1,90,4,other,yes
35,unemployed,single,tertiary,no,1123.133705987575,no,no,cellular,4,may,164,2,89,2,success,no
46,technician,married,secondary,no,3934.8962168696253,no,yes,cellular,8,jun,148,2,101,1,success,no
32,admin.,married,secondary,no,231.21609273719062,no,no,cellular,17,dec,324,3,126,3,success,yes
46,services,married,secondary,no,2929.123962288522,no,no,cellular,21,nov,893,1,-1,0,unknown,no
54,housemaid,married,tertiary,no,1429.4429759354018,no,no,cellular,5,mar,607,2,-1,0,unknown,no
36,management,married,tertiary,no,621.1867412945003,yes,no,cellular,4,aug,293,1,181,2,other,no
29,admin.,single,secondary,no,166.76882287467703,yes,no,cellular,18,may,774,4,-1,0,unknown,no
58,management,married,secondary,no,-207.35476095155008,no,no,cellular,31,jul,644,12,-1,0,unknown,no
35,admin.,divorced,secondary,no,1245.9287648439586,yes,no,cellular,3,nov,187,1,-1,0,unknown,no
30,management,single,tertiary,no,4924.340199833158,no,no,cellular,27,may,119,1,98,1,success,yes
31,technician,married,tertiary,no,-1264.1429238038154,no,no,cellular,13,jul,577,6,182,2,success,yes
35,management,married,tertiary,no,919.044223301237,no,no,cellular,8,jun,200,4,-1,0,unknown,yes
36,management,married,tertiary,no,53.30545392468048,no,no,cellular,5,aug,157,3,97,2,success,no
34,admin.,married,secondary,no,2873.6560988085985,yes,no,cellular,9,nov,161,1,209,2,failure,yes
28,student,single,secondary,no,-472.1421108292293,no,no,cellular,25,may,252,1,88,4,failure,no
23,services,single,secondary,no,425.65812403133594,yes,no,cellular,18,may,843,1,370,1,failure,yes
46,blue-collar,married,unknown,no,2534.1861241343245,yes,no,telephone,8,may,833,1,-1,0,unknown,yes
33,unemployed,single,tertiary,no,5917.18458084417,no,no,cellular,14,aug,1579,2,-1,0,unknown,no
25,management,married,tertiary,no,-288.0465181837853,yes,yes,cellular,18,may,600,4,332,4,other,yes
43,blue-collar,married,primary,no,2576.6542323353456,no,no,cellular,2,mar,154,1,-1,0,unknown,yes
38,technician,single,secondary,no,1939.3726458930698,no,no,telephone,30,sep,234,1,-1,0,unknown,yes
62,retired,married,secondary,no,382.0458127799312,no,no,cellular,17,nov,709,2,-1,0,unknown,no
33,unknown,married,secondary,no,173.36762850509618,no,no,cellular,4,feb,891,2,177,7,failure,yes
53,management,married,unknown,no,2274.468560369773,yes,no,cellular,2,jun,282,2,385,1,success,yes
38,technician,married,secondary,no,2721.030595259988,no,no,cellular,12,aug,926,4,-1,0,unknown,no
32,entrepreneur,married,secondary,no,-347.5655856123235,no,no,cellular,6,sep,440,1,280,1,failure,yes
24,student,single,secondary,no,-1210.026372886247,no,no,cellular,21,jul,314,1,156,2,success,no
26,management,single,tertiary,no,4717.611199428313,no,no,cellular,19,aug,238,4,-1,0,unknown,no
55,blue-collar,married,unknown,no,1022.1417755972527,no,no,cellular,22,aug,1329,2,-1,0,unknown,yes
47,management,married,tertiary,no,4862.149923592729,no,no,cellular,30,mar,364,3,-1,0,unknown,yes
58,blue-collar,single,secondary,no,289.02443288766585,yes,yes,cellular,12,may,985,1,-1,0,unknown,yes
30,blue-collar,married,secondary,no,930.9439714021958,yes,no,cellular,10,jul,255,1,-1,0,unknown,yes
39,technician,single,secondary,no,902.424502863203,yes,no,unknown,20,may,1410,2,-1,0,unknown,no
30,admin.,single,tertiary,no,851.3445928124868,no,no,cellular,4,feb,227,2,-1,0,unknown,no
34,blue-collar,divorced,unknown,no,1551.8312108244927,no,no,cellular,15,jun,177,1,-1,0,unknown,yes
34,management,married,tertiary,no,3169.88032366455,no,no,cellular,30,apr,317,1,160,5,other,no
56,management,married,tertiary,no,-186.4921642906113,no,no,cellular,30,apr,225,1,83,1,success,yes
27,services,single,secondary,no,-36.59681969786976,no,no,cellular,19,apr,142,2,-1,0,unknown,yes
46,self-employed,single,secondary,no,-202.17665537501546,no,no,cellular,30,apr,523,1,87,2,other,no
32,management,married,tertiary,no,-387.7665925423097,no,no,telephone,14,aug,698,2,-1,0,unknown,no
27,services,single,secondary,no,960.7287039189869,no,no,telephone,28,dec,824,1,193,11,success,yes
36,blue-collar,married,primary,no,470.1644425228267,yes,no,cellular,5,may,1240,1,-1,0,unknown,yes
46,admin.,single,tertiary,no,3041.6925447151007,yes,no,cellular,5,may,494,1,-1,0,unknown,yes
46,technician,married,secondary,no,-68.42362780365517,no,no,unknown,28,may,796,1,-1,0,unknown,yes
49,management,married,tertiary,no,207.03919959057583,no,no,telephone,17,oct,223,1,-1,0,unknown,no
39,technician,married,tertiary,no,-137.245925149492,no,no,cellular,3,jun,140,2,-1,0,unknown,no
33,technician,single,secondary,no,712.6597846183572,no,no,cellular,9,feb,501,2,-1,0,unknown,no
48,entrepreneur,single,secondary,no,-527.5709390184295,no,no,unknown,11,feb,271,1,-1,0,unknown,no
38,blue-collar,married,secondary,no,1656.049084805309,no,no,unknown,16,jun,1323,9,-1,0,unknown,no
60,retired,married,secondary,no,1183.5402878544137,no,no,cellular,10,feb,234,1,183,1,success,no
33,technician,single,secondary,no,980.8117752317505,yes,no,cellular,31,aug,268,8,-1,0,unknown,no
64,management,married,tertiary,no,3775.59079101468,no,no,cellular,28,jan,134,1,91,1,success,no
22,self-employed,single,tertiary,no,1551.0609841005462,no,no,cellular,17,mar,272,3,-1,0,unknown,no
34,technician,divorced,tertiary,no,-2154.36583677644,yes,no,cellular,7,aug,587,2,-1,0,unknown,yes
36,blue-collar,married,secondary,no,497.96283055090964,yes,no,cellular,4,may,619,6,-1,0,unknown,yes
72,retired,married,primary,no,1088.096704173724,no,no,cellular,24,apr,384,2,-1,0,unknown,no
37,services,married,secondary,no,4868.528182383996,yes,yes,cellular,30,jul,543,4,-1,0,unknown,yes
78,retired,divorced,primary,no,4369.610455121904,no,no,telephone,1,jul,372,1,-1,0,unknown,no
31,technician,married,tertiary,no,-2507.7791638681847,no,yes,cellular,18,nov,419,1,127,6,other,yes
20,student,single,secondary,no,-777.097648152873,no,no,unknown,21,jun,100,1,-1,0,unknown,no
60,self-employed,married,primary,no,1529.423859655652,no,yes,cellular,29,jul,816,6,-1,0,unknown,yes
36,self-employed,married,secondary,no,1115.6801523647746,yes,no,cellular,6,apr,1063,1,-1,0,unknown,no
51,technician,married,secondary,no,6949.114334239042,no,no,telephone,7,jul,257,1,-1,0,unknown,yes
26,blue-collar,single,secondary,no,3456.2833150003244,no,no,cellular,28,dec,1141,1,209,1,other,no
48,admin.,married,secondary,no,1009.7542285926563,no,no,cellular,18,feb,318,1,561,2,success,yes
49,management,married,tertiary,no,2881.821370549871,yes,no,cellular,8,may,813,1,-1,0,unknown,no
20,student,single,secondary,no,4237.543524790219,no,no,cellular,24,nov,325,1,95,5,success,no
77,retired,married,primary,no,3781.83129058689,no,no,cellular,13,may,289,1,91,5,success,yes
42,management,single,tertiary,yes,-437.30109938843293,yes,no,cellular,21,nov,824,1,-1,0,unknown,no
31,admin.,single,secondary,no,1871.1491894056423,yes,no,unknown,26,may,543,2,-1,0,unknown,yes
56,blue-collar,married,secondary,no,-1380.773574479831,yes,yes,cellular,17,may,556,1,181,2,other,no
32,technician,single,tertiary,no,637.1366933203171,yes,no,cellular,30,apr,509,1,85,2,success,no
33,management,married,tertiary,no,1520.2410901607484,yes,no,cellular,14,aug,801,2,-1,0,unknown,yes
33,management,single,tertiary,no,743.5121672149133,yes,no,cellular,15,apr,636,3,330,1,failure,no
54,housemaid,married,secondary,no,316.70373927008484,yes,no,cellular,29,oct,288,3,-1,0,unknown,no
28,student,single,tertiary,no,2039.1913964104497,no,no,cellular,30,apr,384,1,80,6,other,yes
41,unemployed,married,tertiary,no,999.1848962145501,no,no,cellular,30,oct,373,3,-1,0,unknown,yes
51,management,married,tertiary,no,346.0919204249136,no,no,cellular,12,nov,134,2,192,3,failure,yes
43,blue-collar,divorced,primary,no,3889.562239849418,no,no,cellular,20,nov,1154,1,-1,0,unknown,no
36,management,single,tertiary,no,796.9366419876192,no,no,cellular,25,may,189,1,186,1,failure,yes
49,management,married,tertiary,no,1665.5740032677909,yes,yes,cellular,12,jan,243,2,91,2,success,no
47,admin.,divorced,secondary,no,874.0069359394518,yes,no,unknown,6,jun,94,2,-1,0,unknown,no
30,services,married,secondary,no,-241.51311662654962,yes,no,unknown,26,may,1446,7,-1,0,unknown,yes
31,technician,married,tertiary,no,480.7650578168668,yes,no,cellular,4,may,352,4,-1,0,unknown,no
39,technician,married,secondary,no,3415.5112697453205,yes,no,cellular,18,feb,146,2,264,1,other,no
40,management,married,tertiary,no,5766.032935626462,yes,no,telephone,23,oct,138,1,-1,0,unknown,no
48,management,single,tertiary,no,605.5122645002045,yes,no,cellular,28,sep,600,2,92,12,success,yes
30,services,divorced,secondary,no,1944.9040381911768,yes,no,cellular,20,nov,478,1,-1,0,unknown,yes
41,entrepreneur,married,secondary,no,8096.889592591745,yes,no,cellular,18,nov,929,1,-1,0,unknown,yes
33,services,married,secondary,no,881.4367790712334,yes,yes,cellular,13,aug,477,2,-1,0,unknown,no
25,student,single,secondary,no,723.4841769577735,no,no,cellular,9,feb,215,1,92,2,success,yes
49,admin.,married,secondary,no,3989.321039892153,yes,no,unknown,13,nov,231,1,-1,0,unknown,yes
32,management,single,tertiary,no,4648.2814695928855,yes,no,cellular,26,aug,958,6,-1,0,unknown,no
64,management,married,tertiary,no,4499.160963723788,no,no,cellular,21,oct,200,1,-1,0,unknown,no
28,student,single,secondary,no,-1058.2929851708207,no,no,cellular,18,feb,209,20,-1,0,unknown,no
37,management,married,tertiary,no,1444.8732745488405,no,no,cellular,2,mar,229,1,182,1,success,no
25,blue-collar,single,secondary,no,2341.062073771462,yes,no,cellular,13,apr,295,4,187,6,success,yes
53,admin.,single,secondary,no,3020.3148601822636,no,no,cellular,9,apr,527,3,-1,0,unknown,no
62,self-employed,divorced,tertiary,no,-690.3692132289933,yes,no,cellular,13,apr,103,1,182,3,success,no
34,services,married,secondary,no,1083.0616173828112,no,no,cellular,12,may,152,1,182,6,success,yes
26,admin.,single,secondary,yes,-1301.5441121856265,yes,no,cellular,14,may,786,1,-1,0,unknown,yes
39,blue-collar,married,secondary,no,1258.3624888037928,yes,no,cellular,11,feb,397,2,-1,0,unknown,yes
45,management,single,tertiary,no,2318.65798666911,yes,no,cellular,18,oct,310,1,804,1,failure,no
19,student,single,primary,no,1139.8298040588463,no,no,cellular,12,may,236,1,180,2,success,no
33,blue-collar,divorced,unknown,yes,-878.9681925603485,yes,yes,cellular,17,apr,715,2,329,2,failure,no
43,admin.,married,secondary,no,-33.59298789241569,no,no,cellular,27,may,187,2,71,1,success,no
35,technician,single,secondary,no,-144.52943285319185,no,no,cellular,27,aug,519,16,-1,0,unknown,no
52,blue-collar,married,secondary,no,1501.771864873248,no,no,cellular,29,oct,423,3,-1,0,unknown,yes
28,self-employed,single,secondary,no,6338.867196397456,yes,no,cellular,9,feb,701,4,-1,0,unknown,no
35,blue-collar,single,secondary,no,2231.1889701282225,yes,no,cellular,15,jul,632,6,-1,0,unknown,no
50,blue-collar,married,primary,no,3526.9692948467164,no,no,telephone,9,sep,214,2,99,4,failure,no
37,services,married,secondary,no,4567.832295138815,no,no,cellular,30,apr,665,2,196,1,success,yes
36,technician,married,secondary,no,1614.2453742205605,yes,yes,unknown,6,may,1597,2,-1,0,unknown,yes
61,retired,married,secondary,no,1498.625437335623,no,no,cellular,4,aug,219,1,-1,0,unknown,yes
24,blue-collar,married,secondary,no,-521.6913358447925,no,no,cellular,16,nov,105,2,94,2,success,no
35,services,single,primary,no,2089.476469635656,no,yes,cellular,11,jul,614,2,-1,0,unknown,no
32,management,married,tertiary,no,1164.5818067232342,yes,no,cellular,30,apr,753,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,7589.007922649216,yes,no,cellular,4,feb,872,1,-1,0,unknown,no
43,blue-collar,married,secondary,no,518.7734491452356,no,no,cellular,8,sep,261,1,98,1,success,yes
39,technician,married,secondary,no,1564.879000304307,yes,no,cellular,2,jun,171,3,-1,0,unknown,yes
35,management,divorced,tertiary,no,521.4806739989513,yes,no,cellular,25,jul,862,1,-1,0,unknown,yes
23,student,single,tertiary,no,139.59262619784,no,no,cellular,27,may,1178,1,178,6,success,yes
34,blue-collar,married,secondary,no,-116.62494712832415,yes,no,cellular,18,may,507,1,-1,0,unknown,yes
47,admin.,single,secondary,no,4454.416964436394,no,no,cellular,12,jan,758,4,-1,0,unknown,no
21,student,single,secondary,no,1167.6626822211551,no,no,cellular,13,jan,169,2,-1,0,unknown,yes
37,unknown,single,tertiary,no,-396.5041560010091,no,no,cellular,8,jun,257,2,97,1,success,no
53,admin.,married,secondary,no,4761.872301507242,no,no,unknown,20,jun,1094,3,-1,0,unknown,yes
46,blue-collar,married,primary,no,1965.7236852402316,no,yes,telephone,2,feb,436,3,-1,0,unknown,no
26,technician,single,tertiary,no,15755.425792041504,no,no,cellular,2,feb,280,1,-1,0,unknown,no
51,admin.,married,tertiary,no,-967.3238682972351,yes,yes,cellular,8,mar,124,2,-1,0,unknown,yes
58,entrepreneur,married,tertiary,no,1153.9186352603547,yes,no,telephone,9,jul,990,1,-1,0,unknown,no
51,admin.,single,secondary,no,3735.5453991693225,no,no,unknown,18,jun,771,2,-1,0,unknown,no
33,admin.,married,secondary,no,974.3394716158525,no,no,cellular,6,sep,250,3,-1,0,unknown,no
46,housemaid,married,primary,no,3188.0778164034373,no,no,cellular,30,oct,175,1,197,1,failure,no
34,technician,single,tertiary,no,6529.914514471026,no,no,cellular,14,aug,505,2,-1,0,unknown,yes
40,blue-collar,married,primary,no,271.7849068642379,yes,no,cellular,21,jul,1080,4,-1,0,unknown,yes
40,admin.,divorced,secondary,no,2145.8556567715054,no,no,cellular,30,apr,452,1,-1,0,unknown,no
46,technician,single,secondary,no,-252.08455832005347,no,no,cellular,19,nov,819,3,-1,0,unknown,no
59,entrepreneur,married,secondary,no,124.13822348925027,no,no,cellular,22,oct,738,3,183,1,success,yes
34,technician,married,tertiary,no,2271.319918528359,yes,no,cellular,15,jun,441,1,56,1,other,no
49,management,divorced,tertiary,no,1360.204874291498,no,no,cellular,30,oct,125,1,-1,0,unknown,no
28,management,single,tertiary,no,267.46412304693354,yes,no,cellular,26,feb,65,1,-1,0,unknown,no
56,management,married,tertiary,no,14210.969253416497,yes,no,cellular,26,may,410,1,551,5,other,yes
28,technician,single,secondary,no,5432.402771522981,no,yes,cellular,5,mar,196,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,42.61487441682124,yes,no,cellular,20,apr,1030,3,-1,0,unknown,no
37,unemployed,single,secondary,no,995.5666016807597,no,no,cellular,29,jan,1600,1,-1,0,unknown,no
38,services,married,secondary,no,1705.396959815196,yes,no,cellular,14,may,715,1,-1,0,unknown,no
25,technician,single,secondary,no,6611.026852577681,no,no,cellular,12,jan,227,1,-1,0,unknown,yes
74,retired,married,tertiary,no,1473.2978350977487,no,no,cellular,15,sep,251,2,184,3,success,no
42,unemployed,married,secondary,no,2284.8030087916572,no,no,cellular,15,jul,250,4,415,2,failure,no
29,housemaid,single,tertiary,no,-1033.4634087542715,no,no,cellular,3,dec,274,1,230,1,success,no
60,retired,married,secondary,no,8748.330416277757,no,no,cellular,16,mar,279,1,194,7,other,no
41,blue-collar,married,secondary,no,6038.870749446232,yes,no,cellular,10,jul,584,1,-1,0,unknown,yes
51,admin.,married,secondary,no,1295.4591673779837,no,no,cellular,5,aug,1092,1,-1,0,unknown,yes
49,blue-collar,married,primary,no,-696.5161633569606,yes,no,cellular,7,jul,491,3,-1,0,unknown,no
41,management,married,tertiary,no,1335.3192983182278,no,no,cellular,9,jun,183,2,294,2,failure,no
31,blue-collar,married,secondary,no,-720.3296817965198,no,no,cellular,12,may,228,2,267,1,failure,no
25,admin.,single,secondary,no,-1476.0280031424566,no,no,cellular,3,jul,658,3,-1,0,unknown,yes
32,management,divorced,tertiary,no,1324.277785280305,no,no,cellular,12,aug,1282,6,-1,0,unknown,yes
73,retired,married,tertiary,no,1601.32712408375,yes,no,cellular,27,feb,49,2,-1,0,unknown,no
31,management,single,secondary,no,2033.0199484208697,yes,no,cellular,8,apr,575,2,-1,0,unknown,yes
32,student,single,tertiary,no,928.5323943540459,no,no,telephone,10,feb,402,3,-1,0,unknown,yes
27,student,single,tertiary,no,12247.956689050488,yes,no,cellular,6,apr,661,1,314,2,failure,yes
60,retired,married,tertiary,no,3438.4894373716616,yes,no,cellular,2,feb,415,1,-1,0,unknown,no
34,admin.,married,tertiary,no,223.20413600815147,yes,no,cellular,13,may,459,1,-1,0,unknown,no
43,admin.,single,secondary,no,-33.6208836948839,yes,no,cellular,19,nov,1102,3,-1,0,unknown,no
31,entrepreneur,single,tertiary,yes,53.47013453857164,yes,yes,cellular,13,aug,703,2,-1,0,unknown,yes
42,management,single,tertiary,no,11025.731702415049,no,no,cellular,28,jul,822,6,405,1,success,yes
27,services,single,secondary,no,430.57780319018025,no,no,cellular,17,jun,453,2,-1,0,unknown,yes
57,retired,married,tertiary,no,-64.23621335010439,yes,yes,unknown,28,may,648,1,-1,0,unknown,no
30,management,single,tertiary,no,1381.046745375831,no,no,cellular,14,jan,362,2,91,2,success,no
45,admin.,divorced,tertiary,no,2354.988265229216,no,no,cellular,28,jul,365,4,-1,0,unknown,no
49,admin.,single,secondary,no,1144.045147353355,yes,no,unknown,15,may,1257,3,-1,0,unknown,yes
31,management,single,tertiary,no,-874.1011389974628,no,no,cellular,21,apr,242,2,-1,0,unknown,no
41,management,divorced,tertiary,no,2650.2076255887787,no,no,cellular,22,apr,314,1,239,13,failure,no
57,technician,married,secondary,no,7884.202927243232,no,no,telephone,28,oct,141,1,-1,0,unknown,yes
57,management,divorced,unknown,no,1249.1764314045172,no,no,cellular,6,oct,480,1,40,5,success,no
58,retired,married,secondary,no,977.3700400856045,no,no,cellular,20,may,420,1,87,1,failure,no
54,management,married,tertiary,no,2424.053315773853,no,no,cellular,3,feb,1635,1,-1,0,unknown,no
36,management,married,tertiary,no,565.6680451896194,no,no,cellular,12,jul,262,2,182,7,failure,yes
53,services,divorced,primary,no,-1467.0520163778456,yes,yes,unknown,7,may,591,1,-1,0,unknown,yes
34,admin.,married,tertiary,no,-91.83396715166776,no,yes,cellular,3,aug,263,3,251,3,success,yes
27,unemployed,single,secondary,no,1939.874056577132,no,no,cellular,21,oct,181,1,302,3,other,no
41,services,single,secondary,no,-2536.9008618007606,yes,yes,cellular,18,mar,147,4,-1,0,unknown,yes
62,technician,married,secondary,no,2993.85523150444,no,no,cellular,2,feb,326,1,-1,0,unknown,yes
27,blue-collar,single,primary,no,726.9901404919083,no,no,cellular,19,feb,645,2,-1,0,unknown,yes
37,technician,married,secondary,no,720.4646489563261,no,no,cellular,22,oct,344,2,182,8,other,yes
22,student,single,secondary,no,67.55623936965588,no,no,cellular,1,sep,327,1,-1,0,unknown,no
27,student,single,tertiary,no,3182.391947354877,yes,no,telephone,13,feb,299,6,-1,0,unknown,no
30,services,single,secondary,no,1542.0969248501656,yes,no,cellular,12,may,426,1,370,2,failure,no
28,admin.,single,secondary,no,-271.518481996347,no,no,cellular,16,jun,355,1,-1,0,unknown,yes
27,admin.,single,secondary,no,5221.673223690268,yes,no,cellular,10,nov,131,4,89,3,failure,yes
42,management,divorced,secondary,no,93.29149721920277,yes,no,cellular,23,jul,761,1,-1,0,unknown,yes
36,management,married,tertiary,no,-1008.3882504074493,yes,no,telephone,23,oct,140,1,143,3,failure,no
27,blue-collar,married,secondary,no,-2612.4847712011806,yes,no,unknown,4,jun,1181,2,-1,0,unknown,no
58,services,divorced,secondary,no,535.1100845751254,no,no,cellular,12,aug,332,1,-1,0,unknown,no
55,technician,divorced,secondary,yes,2392.137319319512,no,no,cellular,28,jan,1048,1,-1,0,unknown,yes
52,admin.,divorced,secondary,no,123.63062428079172,yes,no,cellular,21,aug,168,1,462,1,success,no
42,management,single,tertiary,no,7294.68446881909,no,no,cellular,28,jan,132,1,-1,0,unknown,yes
46,management,divorced,tertiary,no,1002.2081032440167,no,no,cellular,11,aug,716,3,-1,0,unknown,no
32,technician,single,secondary,no,73.09653543559057,no,no,cellular,8,aug,419,2,-1,0,unknown,no
52,technician,single,secondary,no,336.3502699207895,no,yes,unknown,22,mar,95,1,-1,0,unknown,yes
57,admin.,married,secondary,no,1528.214129663377,yes,no,cellular,18,may,603,1,340,2,other,no
40,technician,single,secondary,no,5645.758553502399,yes,no,unknown,30,may,553,3,-1,0,unknown,no
30,self-employed,single,tertiary,no,928.3354262098727,no,no,cellular,29,dec,449,2,-1,0,unknown,no
30,management,married,tertiary,no,928.5967944258431,yes,yes,cellular,21,nov,436,2,178,3,other,no
39,technician,divorced,secondary,no,3040.405656420821,no,no,cellular,13,oct,242,1,48,2,failure,yes
